sensor_id,station,latitude,longitude,timestamp,aqi,pm25,pm10,co,no2,so2,temperature,humidity,wind_speed,source_type,severity,data_type,area
sensor_residential_001,Community Center A,28.665526,77.347198,2025-07-15T17:00:00.000Z,121,66.2,146,1.38,58.3,20.9,NaN,NaN,NaN,residential,high,historical,Anand Vihar
sensor_residential_002,School Zone B,28.664451,77.327174,2025-07-15T17:00:00.000Z,146,70.3,144.4,1.69,45.3,18.6,NaN,NaN,NaN,residential,high,historical,Anand Vihar
sensor_residential_003,Residential Area C,28.653113,77.294562,2025-07-15T17:00:00.000Z,92,39,82.2,1.23,42.6,15.6,NaN,NaN,NaN,residential,moderate,historical,Anand Vihar
sensor_construction_001,Metro Construction A,28.656525,77.310922,2025-07-15T18:00:00.000Z,245,139.4,255.8,2.7,62.1,20.2,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_construction_002,Construction Site B,28.616051,77.320457,2025-07-15T18:00:00.000Z,162,132.9,260.5,2.51,41.5,25.7,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_construction_003,Building Project C,28.63314,77.301122,2025-07-15T18:00:00.000Z,191,105.4,251.5,2.53,72.4,31.6,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_construction_004,Construction Site D,28.648041,77.305674,2025-07-15T18:00:00.000Z,180,102.4,196.7,2.51,45.9,28.5,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_construction_005,Metro Construction E,28.654603,77.331446,2025-07-15T18:00:00.000Z,258,117.2,225.9,1.93,74.2,25.3,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_construction_006,Highway Expansion F,28.636031,77.322181,2025-07-15T18:00:00.000Z,176,106.2,234.2,1.18,30.5,22.9,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_vehicle_001,Highway Monitor A,28.648153,77.364056,2025-07-15T18:00:00.000Z,194,87.6,219.3,4.66,96.7,38.7,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_vehicle_002,Parking Complex B,28.678242,77.292525,2025-07-15T18:00:00.000Z,189,82.5,158.7,3.51,111.2,29.8,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_vehicle_003,Parking Complex C,28.638734,77.319219,2025-07-15T18:00:00.000Z,182,118.7,214.8,3.47,65,31.2,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_vehicle_004,Highway Monitor D,28.655445,77.331786,2025-07-15T18:00:00.000Z,143,129.6,146.3,2.84,95.1,25,NaN,NaN,NaN,vehicle,high,historical,Anand Vihar
sensor_vehicle_005,Highway Monitor E,28.660899,77.333624,2025-07-15T18:00:00.000Z,141,107.8,156.2,5.39,81.1,24.4,NaN,NaN,NaN,vehicle,high,historical,Anand Vihar
sensor_vehicle_006,Traffic Junction F,28.629773,77.316564,2025-07-15T18:00:00.000Z,193,127.8,221,4.67,71.6,38.6,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_vehicle_007,Parking Complex G,28.624538,77.354275,2025-07-15T18:00:00.000Z,117,63.2,100.8,3.44,71.1,18.8,NaN,NaN,NaN,vehicle,high,historical,Anand Vihar
sensor_vehicle_008,Bus Terminal H,28.640504,77.319658,2025-07-15T18:00:00.000Z,205,85.7,210,3.25,98.6,20.5,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_dust_001,Vacant Plot A,28.660666,77.318779,2025-07-15T18:00:00.000Z,114,119.9,270,0.86,25.9,10.3,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_dust_002,Riverbank Area B,28.629686,77.297894,2025-07-15T18:00:00.000Z,185,155.4,292.3,1.17,48.6,8.4,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_dust_003,Riverbank Area C,28.656484,77.332537,2025-07-15T18:00:00.000Z,188,173.9,277.7,0.99,50.8,17.7,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_dust_004,Open Ground D,28.652445,77.333468,2025-07-15T18:00:00.000Z,230,99.5,424.1,0.93,27.9,14.7,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_industrial_001,Processing Plant A,28.648513,77.314073,2025-07-15T18:00:00.000Z,194,103.4,173.4,2.39,54.8,35.7,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_industrial_002,Manufacturing Hub B,28.621119,77.285802,2025-07-15T18:00:00.000Z,171,80.2,165.9,2.25,70,47.7,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_industrial_003,Industrial Zone C,28.628297,77.319966,2025-07-15T18:00:00.000Z,119,64.7,118.1,1.54,42.6,21.9,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_industrial_004,Manufacturing Hub D,28.659396,77.331965,2025-07-15T18:00:00.000Z,197,101.3,178.4,3.89,60.3,32.1,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_residential_001,Community Center A,28.665526,77.347198,2025-07-15T18:00:00.000Z,85,55.7,77.9,1.35,27.2,12.8,NaN,NaN,NaN,residential,moderate,historical,Anand Vihar
sensor_residential_002,School Zone B,28.664451,77.327174,2025-07-15T18:00:00.000Z,105,61,134.2,1.62,63.2,9.9,NaN,NaN,NaN,residential,high,historical,Anand Vihar
sensor_residential_003,Residential Area C,28.653113,77.294562,2025-07-15T18:00:00.000Z,126,93.1,145.8,1.83,57.3,21,NaN,NaN,NaN,residential,high,historical,Anand Vihar
sensor_construction_001,Metro Construction A,28.656525,77.310922,2025-07-15T19:00:00.000Z,75,33.2,83.4,0.82,18.4,6.6,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_002,Construction Site B,28.616051,77.320457,2025-07-15T19:00:00.000Z,45,30.8,57.9,0.67,16.2,5,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_003,Building Project C,28.63314,77.301122,2025-07-15T19:00:00.000Z,66,43.6,55.8,0.99,24.2,6.6,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_004,Construction Site D,28.648041,77.305674,2025-07-15T19:00:00.000Z,58,28,64.8,0.93,15.3,8.6,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_005,Metro Construction E,28.654603,77.331446,2025-07-15T19:00:00.000Z,77,43,108.8,0.54,18.5,10.8,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_006,Highway Expansion F,28.636031,77.322181,2025-07-15T19:00:00.000Z,66,48.2,83.7,0.98,12.8,6.7,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_vehicle_001,Highway Monitor A,28.648153,77.364056,2025-07-15T19:00:00.000Z,53,38.7,84,1.14,30.2,12.2,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_002,Parking Complex B,28.678242,77.292525,2025-07-15T19:00:00.000Z,99,63.9,118,1.68,37.6,14.1,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_003,Parking Complex C,28.638734,77.319219,2025-07-15T19:00:00.000Z,102,50.7,63.2,2.31,41.7,11.8,NaN,NaN,NaN,vehicle,high,historical,Anand Vihar
sensor_vehicle_004,Highway Monitor D,28.655445,77.331786,2025-07-15T19:00:00.000Z,65,65,90.8,1.65,51.2,19.8,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_005,Highway Monitor E,28.660899,77.333624,2025-07-15T19:00:00.000Z,82,37,112.3,2.38,47.8,10.9,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_006,Traffic Junction F,28.629773,77.316564,2025-07-15T19:00:00.000Z,69,55,79.2,2.46,39.9,18,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_007,Parking Complex G,28.624538,77.354275,2025-07-15T19:00:00.000Z,80,45.3,121,2.67,54.5,10.9,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_008,Bus Terminal H,28.640504,77.319658,2025-07-15T19:00:00.000Z,81,44,79.9,2.63,40.6,10.1,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_dust_001,Vacant Plot A,28.660666,77.318779,2025-07-15T19:00:00.000Z,106,70.6,130.6,0.92,15.5,9,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_dust_002,Riverbank Area B,28.629686,77.297894,2025-07-15T19:00:00.000Z,130,54.8,140.1,0.54,21,9.9,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_dust_003,Riverbank Area C,28.656484,77.332537,2025-07-15T19:00:00.000Z,125,79.3,150.6,1.01,19.9,12,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_dust_004,Open Ground D,28.652445,77.333468,2025-07-15T19:00:00.000Z,118,63.2,212,1.15,33.3,10.9,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_industrial_001,Processing Plant A,28.648513,77.314073,2025-07-15T19:00:00.000Z,118,55.3,119.4,2.71,46.6,37,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_industrial_002,Manufacturing Hub B,28.621119,77.285802,2025-07-15T19:00:00.000Z,133,92.2,122.7,1.4,37.7,39.5,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_industrial_003,Industrial Zone C,28.628297,77.319966,2025-07-15T19:00:00.000Z,141,64.9,101.7,2.61,46.3,36.4,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_industrial_004,Manufacturing Hub D,28.659396,77.331965,2025-07-15T19:00:00.000Z,108,69.6,120.3,2.02,50.5,32,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_residential_001,Community Center A,28.665526,77.347198,2025-07-15T19:00:00.000Z,84,64.3,89.9,1.02,37.7,12,NaN,NaN,NaN,residential,moderate,historical,Anand Vihar
sensor_residential_002,School Zone B,28.664451,77.327174,2025-07-15T19:00:00.000Z,109,59,92.5,1.87,47.8,12.1,NaN,NaN,NaN,residential,high,historical,Anand Vihar
sensor_residential_003,Residential Area C,28.653113,77.294562,2025-07-15T19:00:00.000Z,84,41.5,89.8,0.96,38.3,15.2,NaN,NaN,NaN,residential,moderate,historical,Anand Vihar
sensor_construction_001,Metro Construction A,28.656525,77.310922,2025-07-15T20:00:00.000Z,33,22.3,37.4,0.57,12.9,3.8,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_002,Construction Site B,28.616051,77.320457,2025-07-15T20:00:00.000Z,57,33.5,58.7,0.69,15.7,7.8,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_003,Building Project C,28.63314,77.301122,2025-07-15T20:00:00.000Z,65,36.4,58.2,0.62,21.9,9.2,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_004,Construction Site D,28.648041,77.305674,2025-07-15T20:00:00.000Z,31,27,32.4,0.38,11.2,4.1,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_005,Metro Construction E,28.654603,77.331446,2025-07-15T20:00:00.000Z,66,30.2,65,0.66,12.3,7.1,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_006,Highway Expansion F,28.636031,77.322181,2025-07-15T20:00:00.000Z,67,29.8,91.3,0.83,23.2,4.6,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_vehicle_001,Highway Monitor A,28.648153,77.364056,2025-07-15T20:00:00.000Z,76,63.5,101.7,1.88,49.7,12.6,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_002,Parking Complex B,28.678242,77.292525,2025-07-15T20:00:00.000Z,66,51.5,118.7,2.41,31.4,19.7,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_003,Parking Complex C,28.638734,77.319219,2025-07-15T20:00:00.000Z,76,30.3,73.2,1.71,27.6,8.9,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_004,Highway Monitor D,28.655445,77.331786,2025-07-15T20:00:00.000Z,93,44.1,84.2,2.86,32.9,11.7,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_005,Highway Monitor E,28.660899,77.333624,2025-07-15T20:00:00.000Z,105,37.1,75.5,2.08,57.7,17.5,NaN,NaN,NaN,vehicle,high,historical,Anand Vihar
sensor_vehicle_006,Traffic Junction F,28.629773,77.316564,2025-07-15T20:00:00.000Z,77,58.2,105.4,2.7,41.7,13.4,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_007,Parking Complex G,28.624538,77.354275,2025-07-15T20:00:00.000Z,80,43.3,76.4,2.31,48.1,18.9,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_008,Bus Terminal H,28.640504,77.319658,2025-07-15T20:00:00.000Z,115,41.3,81,1.29,50.5,12.4,NaN,NaN,NaN,vehicle,high,historical,Anand Vihar
sensor_dust_001,Vacant Plot A,28.660666,77.318779,2025-07-15T20:00:00.000Z,126,59.4,175.9,0.84,31.8,8,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_dust_002,Riverbank Area B,28.629686,77.297894,2025-07-15T20:00:00.000Z,100,84.6,173.7,0.5,14.5,8.4,NaN,NaN,NaN,dust,moderate,historical,Anand Vihar
sensor_dust_003,Riverbank Area C,28.656484,77.332537,2025-07-15T20:00:00.000Z,142,66.9,198.9,1.09,29.3,4.8,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_dust_004,Open Ground D,28.652445,77.333468,2025-07-15T20:00:00.000Z,102,55.6,205.2,1,26,10.7,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_industrial_001,Processing Plant A,28.648513,77.314073,2025-07-15T20:00:00.000Z,105,77,143.8,2.04,41.7,23,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_industrial_002,Manufacturing Hub B,28.621119,77.285802,2025-07-15T20:00:00.000Z,135,81.1,118.2,2.75,69.2,35.2,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_industrial_003,Industrial Zone C,28.628297,77.319966,2025-07-15T20:00:00.000Z,102,60.6,153.2,1.9,48.3,37,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_industrial_004,Manufacturing Hub D,28.659396,77.331965,2025-07-15T20:00:00.000Z,75,66.7,105.6,1.04,26.2,21.8,NaN,NaN,NaN,industrial,moderate,historical,Anand Vihar
sensor_residential_001,Community Center A,28.665526,77.347198,2025-07-15T20:00:00.000Z,84,35.4,77,1.01,21.9,6,NaN,NaN,NaN,residential,moderate,historical,Anand Vihar
sensor_residential_002,School Zone B,28.664451,77.327174,2025-07-15T20:00:00.000Z,97,57,81.1,0.86,44.6,15.9,NaN,NaN,NaN,residential,moderate,historical,Anand Vihar
sensor_residential_003,Residential Area C,28.653113,77.294562,2025-07-15T20:00:00.000Z,81,65.3,105.8,1.73,34.7,12,NaN,NaN,NaN,residential,moderate,historical,Anand Vihar
sensor_construction_001,Metro Construction A,28.656525,77.310922,2025-07-15T21:00:00.000Z,57,25.2,77,0.96,14.5,5.9,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_002,Construction Site B,28.616051,77.320457,2025-07-15T21:00:00.000Z,68,33.1,70.3,0.73,21.6,9.2,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_003,Building Project C,28.63314,77.301122,2025-07-15T21:00:00.000Z,68,35.5,71.6,0.59,15.1,10.5,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_004,Construction Site D,28.648041,77.305674,2025-07-15T21:00:00.000Z,73,48.6,78.1,0.9,16.6,7.5,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_005,Metro Construction E,28.654603,77.331446,2025-07-15T21:00:00.000Z,43,29,65,0.63,10.5,3.4,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_006,Highway Expansion F,28.636031,77.322181,2025-07-15T21:00:00.000Z,58,48.1,45,0.48,20.2,10.4,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_vehicle_001,Highway Monitor A,28.648153,77.364056,2025-07-15T21:00:00.000Z,70,42.5,96.6,2.46,52.4,14.5,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_002,Parking Complex B,28.678242,77.292525,2025-07-15T21:00:00.000Z,71,30.8,82.1,1.37,23.5,8.4,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_003,Parking Complex C,28.638734,77.319219,2025-07-15T21:00:00.000Z,102,34.6,73.5,2.27,51.4,19.9,NaN,NaN,NaN,vehicle,high,historical,Anand Vihar
sensor_vehicle_004,Highway Monitor D,28.655445,77.331786,2025-07-15T21:00:00.000Z,71,49.5,108.2,2.3,49.8,16,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_005,Highway Monitor E,28.660899,77.333624,2025-07-15T21:00:00.000Z,88,58.4,116.3,1.51,46.5,16.5,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_006,Traffic Junction F,28.629773,77.316564,2025-07-15T21:00:00.000Z,108,70.8,121.9,2.21,54.6,11.9,NaN,NaN,NaN,vehicle,high,historical,Anand Vihar
sensor_vehicle_007,Parking Complex G,28.624538,77.354275,2025-07-15T21:00:00.000Z,102,35.9,69.2,1.7,51.4,15.9,NaN,NaN,NaN,vehicle,high,historical,Anand Vihar
sensor_vehicle_008,Bus Terminal H,28.640504,77.319658,2025-07-15T21:00:00.000Z,54,41.4,78.4,1.76,37.3,7.9,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_dust_001,Vacant Plot A,28.660666,77.318779,2025-07-15T21:00:00.000Z,118,52.9,171,0.36,17.7,4.8,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_dust_002,Riverbank Area B,28.629686,77.297894,2025-07-15T21:00:00.000Z,123,121.4,234.8,0.97,21.5,4.9,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_dust_003,Riverbank Area C,28.656484,77.332537,2025-07-15T21:00:00.000Z,102,103.4,214.4,1.24,31.6,6.7,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_dust_004,Open Ground D,28.652445,77.333468,2025-07-15T21:00:00.000Z,122,70.6,210,0.52,22.6,10.9,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_industrial_001,Processing Plant A,28.648513,77.314073,2025-07-15T21:00:00.000Z,97,90.8,147.3,1.86,38.9,23.1,NaN,NaN,NaN,industrial,moderate,historical,Anand Vihar
sensor_industrial_002,Manufacturing Hub B,28.621119,77.285802,2025-07-15T21:00:00.000Z,102,43.7,89.4,1.44,39.6,27.7,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_industrial_003,Industrial Zone C,28.628297,77.319966,2025-07-15T21:00:00.000Z,125,68.1,146.4,2.15,37.4,26.8,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_industrial_004,Manufacturing Hub D,28.659396,77.331965,2025-07-15T21:00:00.000Z,102,60.2,139.5,2.09,53.2,21.5,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_residential_001,Community Center A,28.665526,77.347198,2025-07-15T21:00:00.000Z,56,45.1,70.4,0.79,22,7.2,NaN,NaN,NaN,residential,moderate,historical,Anand Vihar
sensor_residential_002,School Zone B,28.664451,77.327174,2025-07-15T21:00:00.000Z,129,70.3,103.2,1.9,38.5,8.1,NaN,NaN,NaN,residential,high,historical,Anand Vihar
sensor_residential_003,Residential Area C,28.653113,77.294562,2025-07-15T21:00:00.000Z,86,64.7,109.8,1.41,41,12.6,NaN,NaN,NaN,residential,moderate,historical,Anand Vihar
sensor_construction_001,Metro Construction A,28.656525,77.310922,2025-07-15T22:00:00.000Z,61,31.1,64.6,0.49,17.1,8.7,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_002,Construction Site B,28.616051,77.320457,2025-07-15T22:00:00.000Z,64,42.3,55.7,0.71,14.9,7.2,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_003,Building Project C,28.63314,77.301122,2025-07-15T22:00:00.000Z,74,40.6,101.1,0.8,14.2,10.3,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_004,Construction Site D,28.648041,77.305674,2025-07-15T22:00:00.000Z,76,32.1,98.7,0.54,17.3,9.9,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_005,Metro Construction E,28.654603,77.331446,2025-07-15T22:00:00.000Z,65,40.9,77.8,1.08,14.4,8.1,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_006,Highway Expansion F,28.636031,77.322181,2025-07-15T22:00:00.000Z,50,28.8,34,0.72,12.7,4,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_vehicle_001,Highway Monitor A,28.648153,77.364056,2025-07-15T22:00:00.000Z,95,62,118.2,2.5,35.3,16.4,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_002,Parking Complex B,28.678242,77.292525,2025-07-15T22:00:00.000Z,102,44.7,73.7,2.61,45,16.5,NaN,NaN,NaN,vehicle,high,historical,Anand Vihar
sensor_vehicle_003,Parking Complex C,28.638734,77.319219,2025-07-15T22:00:00.000Z,94,43.9,124.3,2.41,37.9,14.5,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_004,Highway Monitor D,28.655445,77.331786,2025-07-15T22:00:00.000Z,48,33.2,44.4,1.51,21.5,12.8,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_005,Highway Monitor E,28.660899,77.333624,2025-07-15T22:00:00.000Z,68,61.2,115.8,2.24,43.9,15.8,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_006,Traffic Junction F,28.629773,77.316564,2025-07-15T22:00:00.000Z,81,47.8,62.1,2.43,45.2,12.1,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_007,Parking Complex G,28.624538,77.354275,2025-07-15T22:00:00.000Z,78,49.1,120.7,2.54,36.6,12.8,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_008,Bus Terminal H,28.640504,77.319658,2025-07-15T22:00:00.000Z,99,56.9,78.2,1.88,41.7,10.4,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_dust_001,Vacant Plot A,28.660666,77.318779,2025-07-15T22:00:00.000Z,110,107.3,135.7,0.82,22.1,11,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_dust_002,Riverbank Area B,28.629686,77.297894,2025-07-15T22:00:00.000Z,106,96.6,115.3,0.6,30.9,11.1,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_dust_003,Riverbank Area C,28.656484,77.332537,2025-07-15T22:00:00.000Z,161,89,155.4,0.74,31,11.1,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_dust_004,Open Ground D,28.652445,77.333468,2025-07-15T22:00:00.000Z,104,55.3,134.6,0.71,14.3,5.7,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_industrial_001,Processing Plant A,28.648513,77.314073,2025-07-15T22:00:00.000Z,130,78.2,146.9,1.34,38.8,24.3,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_industrial_002,Manufacturing Hub B,28.621119,77.285802,2025-07-15T22:00:00.000Z,101,82.4,117.1,2.57,62.4,24.4,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_industrial_003,Industrial Zone C,28.628297,77.319966,2025-07-15T22:00:00.000Z,143,75.4,134.4,1.51,38.1,31.6,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_industrial_004,Manufacturing Hub D,28.659396,77.331965,2025-07-15T22:00:00.000Z,133,73.6,123.7,1.62,42.1,27.3,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_residential_001,Community Center A,28.665526,77.347198,2025-07-15T22:00:00.000Z,126,61.8,78.7,0.8,44.7,8.6,NaN,NaN,NaN,residential,high,historical,Anand Vihar
sensor_residential_002,School Zone B,28.664451,77.327174,2025-07-15T22:00:00.000Z,117,64.3,75.3,1.28,33.6,12.8,NaN,NaN,NaN,residential,high,historical,Anand Vihar
sensor_residential_003,Residential Area C,28.653113,77.294562,2025-07-15T22:00:00.000Z,87,43.6,105.6,1.96,41.6,8.9,NaN,NaN,NaN,residential,moderate,historical,Anand Vihar
sensor_construction_001,Metro Construction A,28.656525,77.310922,2025-07-15T23:00:00.000Z,60,40.7,89.4,0.58,17.6,10.4,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_002,Construction Site B,28.616051,77.320457,2025-07-15T23:00:00.000Z,68,29.2,105,0.97,22.9,8.7,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_003,Building Project C,28.63314,77.301122,2025-07-15T23:00:00.000Z,64,34.3,79.5,0.7,23.6,8,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_004,Construction Site D,28.648041,77.305674,2025-07-15T23:00:00.000Z,54,45.2,91.1,0.68,20.2,6.6,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_005,Metro Construction E,28.654603,77.331446,2025-07-15T23:00:00.000Z,50,21.7,31.7,0.57,14.1,5.5,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_construction_006,Highway Expansion F,28.636031,77.322181,2025-07-15T23:00:00.000Z,65,28.9,96.3,0.57,20.8,5.2,NaN,NaN,NaN,construction,moderate,historical,Anand Vihar
sensor_vehicle_001,Highway Monitor A,28.648153,77.364056,2025-07-15T23:00:00.000Z,108,72.3,70.5,1.85,55.2,18.9,NaN,NaN,NaN,vehicle,high,historical,Anand Vihar
sensor_vehicle_002,Parking Complex B,28.678242,77.292525,2025-07-15T23:00:00.000Z,87,61.4,91.7,2.07,48.7,11.2,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_003,Parking Complex C,28.638734,77.319219,2025-07-15T23:00:00.000Z,61,43,49.5,1.45,26.9,7.6,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_004,Highway Monitor D,28.655445,77.331786,2025-07-15T23:00:00.000Z,93,50.2,92.7,2.35,52.9,18.6,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_005,Highway Monitor E,28.660899,77.333624,2025-07-15T23:00:00.000Z,98,39.8,114.6,1.33,42.1,18.5,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_006,Traffic Junction F,28.629773,77.316564,2025-07-15T23:00:00.000Z,95,44,85.4,2.12,37.6,19.8,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_007,Parking Complex G,28.624538,77.354275,2025-07-15T23:00:00.000Z,71,37.8,81.2,2.42,42.3,14,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_vehicle_008,Bus Terminal H,28.640504,77.319658,2025-07-15T23:00:00.000Z,77,48.1,88,2.53,46.3,14.2,NaN,NaN,NaN,vehicle,moderate,historical,Anand Vihar
sensor_dust_001,Vacant Plot A,28.660666,77.318779,2025-07-15T23:00:00.000Z,126,54.8,233.7,0.95,27.4,7,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_dust_002,Riverbank Area B,28.629686,77.297894,2025-07-15T23:00:00.000Z,79,76.1,169.7,0.5,18,3.8,NaN,NaN,NaN,dust,moderate,historical,Anand Vihar
